# year, thetao_con
2047.5972602739726,25.530945
2047.6,25.51648
2047.6027397260275,25.502409
2047.6054794520549,25.48342
2047.6082191780822,25.517033
2047.6109589041096,25.503632
2047.613698630137,25.468937
2047.6164383561643,25.463894
2047.6191780821919,25.498158
2047.6219178082192,25.481325
2047.6246575342466,25.44767
2047.627397260274,25.4463
2047.6301369863013,25.509584
2047.6328767123289,25.466585
2047.6356164383562,25.426304
2047.6383561643836,25.412716
2047.641095890411,25.4307
2047.6438356164383,25.448168
2047.6465753424657,25.398054
2047.6493150684933,25.358772
2047.6520547945206,25.34065
2047.654794520548,25.323885
2047.6575342465753,25.34946
2047.6602739726027,25.31512
2047.66301369863,25.257423
2047.6657534246576,25.234152
2047.668493150685,25.207647
2047.6712328767123,25.176718
2047.6739726027397,25.173481
2047.676712328767,25.21496
2047.6794520547944,25.253975
2047.682191780822,25.20349
2047.6849315068494,25.151093
2047.6876712328767,25.139364
2047.690410958904,25.115679
2047.6931506849314,25.100946
2047.695890410959,25.08387
2047.6986301369864,25.079195
2047.7013698630137,25.086157
2047.704109589041,25.113064
2047.7068493150684,25.08172
2047.7095890410958,25.063879
2047.7123287671234,25.10526
2047.7150684931507,25.123169
2047.717808219178,25.126068
2047.7205479452055,25.13908
2047.7232876712328,25.17304
2047.7260273972602,25.175346
2047.7287671232878,25.192116
2047.731506849315,25.200354
2047.7342465753425,25.16907
2047.7369863013698,25.178823
2047.7397260273972,25.169832
2047.7424657534248,25.154179
2047.7452054794521,25.177954
2047.7479452054795,25.186914
2047.7506849315068,25.160864
2047.7534246575342,25.150623
2047.7561643835616,25.13613
2047.7589041095891,25.116796
2047.7616438356165,25.10474
2047.7643835616439,25.096352
2047.7671232876712,25.117405
2047.7698630136986,25.133707
2047.772602739726,25.15921
2047.7753424657535,25.210293
2047.7780821917809,25.194864
2047.7808219178082,25.228817
2047.7835616438356,25.200954
2047.786301369863,25.228193
2047.7890410958903,25.233234
2047.7917808219179,25.258156
2047.7945205479452,25.310793
2047.7972602739726,25.37545
2047.8,25.417746
2047.8027397260273,25.432066
2047.805479452055,25.48337
2047.8082191780823,25.460564
2047.8109589041096,25.485003
2047.813698630137,25.533655
2047.8164383561643,25.514027
2047.8191780821917,25.508759
2047.8219178082193,25.498991
2047.8246575342466,25.467186
2047.827397260274,25.498549
2047.8301369863013,25.51001
2047.8328767123287,25.579666
2047.835616438356,25.57479
2047.8383561643836,25.580196
2047.841095890411,25.567177
2047.8438356164384,25.55917
2047.8465753424657,25.589539
2047.849315068493,25.686375
2047.8520547945207,25.682634
2047.854794520548,25.738295
2047.8575342465754,25.786415
2047.8602739726027,25.89964
2047.86301369863,25.98379
2047.8657534246574,26.174402
2047.868493150685,26.24266
2047.8712328767124,26.195852
2047.8739726027397,26.117575
2047.876712328767,26.031185
2047.8794520547945,26.00156
2047.8821917808218,26.043343
2047.8849315068494,26.055225
2047.8876712328768,26.096811
2047.890410958904,26.16832
2047.8931506849315,26.28113
2047.8958904109588,26.301857
2047.8986301369864,26.312286
2047.9013698630138,26.342272
2047.9041095890411,26.34567
2047.9068493150685,26.357828
2047.9095890410958,26.412252
2047.9123287671232,26.439625
2047.9150684931508,26.440884
2047.9178082191781,26.508284
2047.9205479452055,26.65616
2047.9232876712329,26.63214
2047.9260273972602,26.680798
2047.9287671232876,26.723816
2047.9315068493152,26.776592
2047.9342465753425,26.837059
2047.9369863013699,26.895498
2047.9397260273972,27.004328
2047.9424657534246,26.963707
2047.945205479452,26.926245
2047.9479452054795,26.986912
2047.9506849315069,27.003315
2047.9534246575342,27.018072
2047.9561643835616,27.019989
2047.958904109589,27.081196
2047.9616438356165,27.084763
2047.964383561644,27.108793
2047.9671232876713,27.134941
2047.9698630136986,27.127916
2047.972602739726,27.21665
2047.9753424657533,27.302055
2047.978082191781,27.355036
2047.9808219178083,27.30302
2047.9835616438356,27.294762
2047.986301369863,27.242157
2047.9890410958903,27.282099
2047.9917808219177,27.380268
2047.9945205479453,27.453764
2047.9972602739726,27.49289
2048.0,27.585285
2048.002732240437,27.661081
2048.0054644808743,27.634138
2048.0081967213114,27.632282
2048.0109289617485,27.729036
2048.0136612021856,27.776484
2048.0163934426228,27.767458
2048.01912568306,27.825584
2048.0218579234975,27.880371
2048.0245901639346,27.937828
2048.0273224043717,27.970743
2048.030054644809,27.994802
2048.032786885246,27.961807
2048.035519125683,27.966137
2048.03825136612,28.035746
2048.0409836065573,28.050865
2048.0437158469945,28.100613
2048.0464480874316,28.131605
2048.0491803278687,28.152807
2048.051912568306,28.189941
2048.054644808743,28.233541
2048.05737704918,28.351183
2048.0601092896177,28.327824
2048.062841530055,28.321379
2048.065573770492,28.37502
2048.068306010929,28.363277
2048.071038251366,28.385035
2048.0737704918033,28.412167
2048.0765027322404,28.529097
2048.0792349726776,28.593742
2048.0819672131147,28.56258
2048.084699453552,28.717068
