# year, Ztot_c_result
2056.9562841530055,5.603823
2057.041095890411,3.2120605
2057.1205479452055,1.7313874
2057.202739726027,0.78772396
2057.2849315068493,0.23719855
2057.3698630136987,0.13818884
2057.4520547945203,0.25747463
2057.53698630137,0.545492
2057.621917808219,1.3297957
2057.7041095890413,6.3768077
2057.7890410958903,6.6819205
2057.8712328767124,5.322222
2057.956164383562,4.2082
2058.041095890411,2.399287
2058.1205479452055,1.0967432
2058.202739726027,0.46292755
2058.2849315068493,0.32365263
2058.3698630136987,0.25677305
2058.4520547945203,0.68011254
2058.53698630137,1.5949811
2058.621917808219,4.6063128
2058.7041095890413,7.752692
2058.7890410958903,10.969942
2058.8712328767124,8.859675
2058.956164383562,5.6504307
2059.041095890411,3.4048648
2059.1205479452055,1.8681043
2059.202739726027,1.0685207
2059.2849315068493,0.59229606
2059.3698630136987,0.509049
2059.4520547945203,0.6075824
2059.53698630137,0.85209703
2059.621917808219,2.405555
2059.7041095890413,4.3378315
2059.7890410958903,6.334739
2059.8712328767124,5.4012127
2059.956164383562,3.681144
2060.0409836065573,1.9032034
2060.122950819672,0.9434831
2060.2049180327867,0.47488764
2060.2868852459014,0.27279684
2060.3715846994537,0.2593874
2060.4535519125684,0.63521653
2060.53825136612,1.0368572
2060.622950819672,1.4825145
2060.7049180327867,5.429951
2060.789617486339,5.965917
2060.8715846994537,4.743391
2060.9562841530055,2.9711673
2061.041095890411,1.7446235
2061.1205479452055,0.8255583
2061.202739726027,0.29195818
2061.2849315068493,0.11291477
2061.3698630136987,0.08519847
2061.4520547945203,0.15808555
2061.53698630137,0.3460749
2061.621917808219,0.8931569
2061.7041095890413,3.7171328
2061.7890410958903,5.745574
2061.8712328767124,5.737655
2061.956164383562,3.6179125
2062.041095890411,1.9874933
2062.1205479452055,0.839846
2062.202739726027,0.26453403
2062.2849315068493,0.12360077
2062.3698630136987,0.26068997
2062.4520547945203,0.31863225
2062.53698630137,0.52288944
2062.621917808219,1.3053693
2062.7041095890413,5.3190174
2062.7890410958903,7.1729646
2062.8712328767124,5.24767
2062.956164383562,3.1032069
2063.041095890411,1.5739124
2063.1205479452055,0.68358755
2063.202739726027,0.20674457
2063.2849315068493,0.07023093
2063.3698630136987,0.063177675
2063.4520547945203,0.17040586
2063.53698630137,0.3465534
2063.621917808219,1.0293952
2063.7041095890413,2.5514412
2063.7890410958903,5.70599
2063.8712328767124,7.209755
2063.956164383562,5.3583636
2064.0409836065573,2.9305263
2064.122950819672,1.6324689
2064.2049180327867,0.7220996
2064.2868852459014,0.28215936
2064.3715846994537,0.30580574
2064.4535519125684,0.5442153
2064.53825136612,0.84928626
2064.622950819672,1.9888518
2064.7049180327867,5.3035035
2064.789617486339,8.039988
2064.8715846994537,5.5963907
2064.9562841530055,3.4959183
2065.041095890411,2.0085993
2065.1205479452055,1.065218
2065.202739726027,0.4712497
2065.2849315068493,0.16625567
2065.3698630136987,0.100688614
2065.4520547945203,0.30664766
2065.53698630137,0.5592192
2065.621917808219,0.86645347
2065.7041095890413,3.2029257
2065.7890410958903,6.6039886
2065.8712328767124,5.2803082
2065.956164383562,3.0102262
2066.041095890411,1.5309908
2066.1205479452055,0.5586313
2066.202739726027,0.19457003
2066.2849315068493,0.07809908
2066.3698630136987,0.109302446
2066.4520547945203,0.23550566
2066.53698630137,0.5290383
2066.621917808219,1.359258
2066.7041095890413,3.597914
2066.7890410958903,6.6446157
2066.8712328767124,5.9421144
2066.956164383562,4.2067704
2067.041095890411,2.4797294
2067.1205479452055,1.4268535
2067.202739726027,0.7220347
2067.2849315068493,0.33401155
2067.3698630136987,0.22812699
2067.4520547945203,0.34899592
2067.53698630137,0.6442437
2067.621917808219,1.495211
2067.7041095890413,6.0709267
2067.7890410958903,7.241682
2067.8712328767124,6.729191
2067.956164383562,3.709927
2068.0409836065573,1.8306751
2068.122950819672,0.7907391
2068.2049180327867,0.29111645
2068.2868852459014,0.12503567
2068.3715846994537,0.14688379
2068.4535519125684,0.2873953
2068.53825136612,0.5947208
2068.622950819672,1.9717798
2068.7049180327867,3.043767
2068.789617486339,4.5184946
2068.8715846994537,4.4644265
2068.9562841530055,3.2534742
2069.041095890411,1.7904975
2069.1205479452055,0.896587
2069.202739726027,0.3095913
2069.2849315068493,0.15545401
2069.3698630136987,0.14782391
2069.4520547945203,0.3833597
2069.53698630137,0.8106896
2069.621917808219,2.7649329
2069.7041095890413,6.8085957
2069.7890410958903,8.531443
2069.8712328767124,5.2318277
2069.956164383562,3.2058637
2070.041095890411,1.9008199
2070.1205479452055,0.9201654
2070.202739726027,0.32601038
2070.2849315068493,0.15147366
2070.3698630136987,0.15287179
2070.4520547945203,0.24453373
2070.53698630137,0.40987936
2070.621917808219,0.72530836
2070.7041095890413,3.5607193
2070.7890410958903,5.584434
2070.8712328767124,5.830041
2070.956164383562,3.7877738
