# year, Ptot_NPP_result_anom
2051.8712328767124,-8.301153
2051.956164383562,-8.334538
2052.0409836065573,-5.1968412
2052.122950819672,-3.773343
2052.2049180327867,-2.0376682
2052.2868852459014,1.2268872
2052.3715846994537,1.7842703
2052.4535519125684,-2.0800343
2052.53825136612,-6.384672
2052.622950819672,-6.58313
2052.7049180327867,-7.8229084
2052.789617486339,-10.526211
2052.8715846994537,-11.638178
2052.9562841530055,-9.494235
2053.041095890411,-5.0897884
2053.1205479452055,-3.5731716
2053.202739726027,-1.9039998
2053.2849315068493,0.5622344
2053.3698630136987,0.72138786
2053.4520547945203,-2.9704895
2053.53698630137,-6.1285467
2053.621917808219,-5.8769913
2053.7041095890413,-2.7922993
2053.7890410958903,-9.245058
2053.8712328767124,-11.148995
2053.956164383562,-8.091748
2054.041095890411,-4.011103
2054.1205479452055,-2.774888
2054.202739726027,-1.5467505
2054.2849315068493,1.4104686
2054.3698630136987,1.1581264
2054.4520547945203,-3.289359
2054.53698630137,-6.2298965
2054.621917808219,-5.7287426
2054.7041095890413,-4.0780354
2054.7890410958903,-2.2492218
2054.8712328767124,-8.220255
2054.956164383562,-8.635601
2055.041095890411,-5.441709
2055.1205479452055,-3.6823444
2055.202739726027,-1.7348881
2055.2849315068493,0.82667637
2055.3698630136987,0.93554497
2055.4520547945203,-3.0864725
2055.53698630137,-7.033519
2055.621917808219,-4.5787544
2055.7041095890413,-3.2084198
2055.7890410958903,-4.6929398
2055.8712328767124,-8.207169
2055.956164383562,-7.951833
2056.0409836065573,-4.8128757
2056.122950819672,-2.952694
2056.2049180327867,-1.026958
2056.2868852459014,0.115675926
2056.3715846994537,0.8168998
2056.4535519125684,-3.2934294
2056.53825136612,-6.507715
2056.622950819672,-6.491625
2056.7049180327867,-4.107788
2056.789617486339,-0.8895016
2056.8715846994537,-1.9503784
2056.9562841530055,-5.2333565
2057.041095890411,-3.8649569
2057.1205479452055,-2.3973813
2057.202739726027,-1.7052286
2057.2849315068493,-0.8481357
2057.3698630136987,-0.356678
2057.4520547945203,-4.9180408
2057.53698630137,-9.290324
2057.621917808219,-11.37429
2057.7041095890413,-6.2648106
2057.7890410958903,-7.1035748
2057.8712328767124,-9.276102
2057.956164383562,-7.4878664
2058.041095890411,-4.9192
2058.1205479452055,-2.8227882
2058.202739726027,-0.68465376
2058.2849315068493,1.0832281
2058.3698630136987,1.2879891
2058.4520547945203,-2.9924479
2058.53698630137,-5.009837
2058.621917808219,-2.4509354
2058.7041095890413,-2.79385
2058.7890410958903,-0.54683113
2058.8712328767124,-3.8707943
2058.956164383562,-5.9467525
2059.041095890411,-4.5468087
2059.1205479452055,-3.216981
2059.202739726027,-1.9413793
2059.2849315068493,-0.35246277
2059.3698630136987,-0.12594366
2059.4520547945203,-4.553072
2059.53698630137,-10.313961
2059.621917808219,-9.758435
2059.7041095890413,-9.752108
2059.7890410958903,-8.028494
2059.8712328767124,-9.787565
2059.956164383562,-8.67078
2060.0409836065573,-5.5780854
2060.122950819672,-3.184637
2060.2049180327867,-0.84271383
2060.2868852459014,1.051465
2060.3715846994537,1.1930823
2060.4535519125684,-3.8625073
2060.53825136612,-6.9029417
2060.622950819672,-8.577923
2060.7049180327867,-3.7289982
2060.789617486339,-6.674843
2060.8715846994537,-12.138326
2060.9562841530055,-10.34856
2061.041095890411,-5.8977175
2061.1205479452055,-3.5075245
2061.202739726027,-1.1978722
2061.2849315068493,1.4747238
2061.3698630136987,0.739346
2061.4520547945203,-2.6005697
2061.53698630137,-8.244567
2061.621917808219,-10.818162
2061.7041095890413,-7.380579
2061.7890410958903,-8.014864
2061.8712328767124,-9.861925
2061.956164383562,-9.726652
2062.041095890411,-6.2536592
2062.1205479452055,-4.704808
2062.202739726027,-2.2136037
2062.2849315068493,0.53202343
2062.3698630136987,0.027180195
2062.4520547945203,-4.188657
2062.53698630137,-8.255641
2062.621917808219,-8.388704
2062.7041095890413,-3.2355728
2062.7890410958903,-5.6383095
2062.8712328767124,-12.20751
2062.956164383562,-9.919987
2063.041095890411,-5.6202173
2063.1205479452055,-2.8618622
2063.202739726027,-0.69748974
2063.2849315068493,1.5269804
2063.3698630136987,1.6713047
2063.4520547945203,-2.7719765
2063.53698630137,-7.359495
2063.621917808219,-8.78371
2063.7041095890413,-7.7962456
2063.7890410958903,-4.6160717
2063.8712328767124,-2.787737
2063.956164383562,-4.5084715
2064.0409836065573,-3.6853466
2064.122950819672,-2.9580255
2064.2049180327867,-2.17228
2064.2868852459014,-0.5929291
2064.3715846994537,0.5380659
2064.4535519125684,-3.353918
2064.53825136612,-7.5521965
2064.622950819672,-7.5598736
2064.7049180327867,-4.162634
2064.789617486339,-5.5810795
2064.8715846994537,-10.614494
2064.9562841530055,-10.028158
2065.041095890411,-5.668877
2065.1205479452055,-3.5331821
2065.202739726027,-1.1758685
2065.2849315068493,1.3990121
2065.3698630136987,1.5430398
2065.4520547945203,-2.7641191
2065.53698630137,-6.4697075
2065.621917808219,-9.271843
2065.7041095890413,-6.516081
2065.7890410958903,-3.7732887
2065.8712328767124,-9.910672
2065.956164383562,-10.085208
2066.041095890411,-6.726235
2066.1205479452055,-3.6337724
2066.202739726027,-1.2886782
2066.2849315068493,1.5870266
2066.3698630136987,1.5380874
2066.4520547945203,-4.412879
2066.53698630137,-8.177903
2066.621917808219,-7.9313164
2066.7041095890413,-6.272581
2066.7890410958903,-4.256811
2066.8712328767124,-5.8889008
2066.956164383562,-6.5138807
2067.041095890411,-4.264737
2067.1205479452055,-2.489026
2067.202739726027,-1.1857018
2067.2849315068493,-0.25117207
2067.3698630136987,0.11184454
2067.4520547945203,-4.982808
2067.53698630137,-9.94396
2067.621917808219,-9.379235
2067.7041095890413,-2.1016388
2067.7890410958903,-2.3095665
2067.8712328767124,-7.9856796
2067.956164383562,-8.82693
2068.0409836065573,-6.007868
2068.122950819672,-3.6642308
2068.2049180327867,-0.64901924
2068.2868852459014,2.361495
2068.3715846994537,2.0947533
2068.4535519125684,-3.8817077
2068.53825136612,-8.540604
2068.622950819672,-9.460878
2068.7049180327867,-12.73226
2068.789617486339,-9.826431
2068.8715846994537,-9.604206
2068.9562841530055,-8.103659
2069.041095890411,-5.0286546
2069.1205479452055,-2.9835987
2069.202739726027,-0.6825342
2069.2849315068493,2.0901856
2069.3698630136987,1.9225283
2069.4520547945203,-3.2792044
2069.53698630137,-6.7601576
2069.621917808219,-5.6254787
2069.7041095890413,-3.9362602
2069.7890410958903,-6.584793
2069.8712328767124,-9.92091
2069.956164383562,-8.555891
2070.041095890411,-4.839136
2070.1205479452055,-2.8696704
2070.202739726027,-0.30423307
2070.2849315068493,2.33077
2070.3698630136987,1.419671
2070.4520547945203,-3.1896772
2070.53698630137,-8.423484
2070.621917808219,-12.046215
2070.7041095890413,-9.662128
2070.7890410958903,-8.033421
2070.8712328767124,-7.042467
2070.956164383562,-8.044952
