# year, so_abs
1998.654794520548,35.918404
1998.6575342465753,35.918655
1998.6602739726027,35.921448
1998.66301369863,35.924202
1998.6657534246576,35.926975
1998.668493150685,35.927177
1998.6712328767123,35.927864
1998.6739726027397,35.93125
1998.676712328767,35.933136
1998.6794520547944,35.93655
1998.682191780822,35.940037
1998.6849315068494,35.94407
1998.6876712328767,35.948692
1998.690410958904,35.953617
1998.6931506849314,35.95834
1998.695890410959,35.96098
1998.6986301369864,35.962063
1998.7013698630137,35.962986
1998.704109589041,35.96608
1998.7068493150684,35.97269
1998.7095890410958,35.981167
1998.7123287671234,35.987103
1998.7150684931507,35.988697
1998.717808219178,35.98903
1998.7205479452055,35.99268
1998.7232876712328,35.9976
1998.7260273972602,36.001957
1998.7287671232878,36.004578
1998.731506849315,36.005955
1998.7342465753425,36.008522
1998.7369863013698,36.01286
1998.7397260273972,36.017174
1998.7424657534248,36.020542
1998.7452054794521,36.02302
1998.7479452054795,36.025043
1998.7506849315068,36.027046
1998.7534246575342,36.028202
1998.7561643835616,36.030746
1998.7589041095891,36.033306
1998.7616438356165,36.035187
1998.7643835616439,36.036743
1998.7671232876712,36.0395
1998.7698630136986,36.04051
1998.772602739726,36.042896
1998.7753424657535,36.04594
1998.7780821917809,36.046967
1998.7808219178082,36.050312
1998.7835616438356,36.05521
1998.786301369863,36.056038
1998.7890410958903,36.054283
1998.7917808219179,36.05595
1998.7945205479452,36.055042
1998.7972602739726,36.05004
1998.8,36.049355
1998.8027397260273,36.03998
1998.805479452055,36.012352
1998.8082191780823,36.001648
1998.8109589041096,36.00867
1998.813698630137,36.01894
1998.8164383561643,36.002705
1998.8191780821917,35.968853
1998.8219178082193,35.946854
1998.8246575342466,35.955345
1998.827397260274,35.943928
1998.8301369863013,35.90973
1998.8328767123287,35.877373
1998.835616438356,35.875713
1998.8383561643836,35.86083
1998.841095890411,35.84628
1998.8438356164384,35.844505
1998.8465753424657,35.831566
1998.849315068493,35.819283
1998.8520547945207,35.825706
1998.854794520548,35.81763
1998.8575342465754,35.79471
1998.8602739726027,35.77839
1998.86301369863,35.7723
1998.8657534246574,35.759724
1998.868493150685,35.73103
1998.8712328767124,35.69124
1998.8739726027397,35.70069
1998.876712328767,35.697712
1998.8794520547945,35.655304
1998.8821917808218,35.643433
1998.8849315068494,35.64145
1998.8876712328768,35.60968
1998.890410958904,35.59316
1998.8931506849315,35.600094
1998.8958904109588,35.59902
1998.8986301369864,35.585293
1998.9013698630138,35.56962
1998.9041095890411,35.57108
1998.9068493150685,35.565056
1998.9095890410958,35.56001
1998.9123287671232,35.551464
1998.9150684931508,35.53979
1998.9178082191781,35.531437
1998.9205479452055,35.541245
1998.9232876712329,35.54353
1998.9260273972602,35.513535
1998.9287671232876,35.485203
1998.9315068493152,35.497005
1998.9342465753425,35.481884
1998.9369863013699,35.418854
1998.9397260273972,35.41928
1998.9424657534246,35.444115
1998.945205479452,35.449528
1998.9479452054795,35.398434
1998.9506849315069,35.36681
1998.9534246575342,35.42415
1998.9561643835616,35.433014
1998.958904109589,35.399704
1998.9616438356165,35.40291
1998.964383561644,35.44816
1998.9671232876713,35.442345
1998.9698630136986,35.414734
1998.972602739726,35.434555
1998.9753424657533,35.460167
1998.978082191781,35.43839
1998.9808219178083,35.42259
1998.9835616438356,35.439274
1998.986301369863,35.4407
1998.9890410958903,35.43329
1998.9917808219177,35.434113
1998.9945205479453,35.44136
1998.9972602739726,35.43726
1999.0,35.39574
1999.0027397260274,35.353413
1999.0054794520547,35.393612
1999.0082191780823,35.408066
1999.0109589041097,35.39698
1999.013698630137,35.385506
1999.0164383561644,35.4007
1999.0191780821917,35.41067
1999.021917808219,35.399895
1999.0246575342467,35.402946
1999.027397260274,35.372063
1999.0301369863014,35.382294
1999.0328767123287,35.381653
1999.035616438356,35.327244
1999.0383561643835,35.353973
1999.041095890411,35.401695
1999.0438356164384,35.393604
1999.0465753424658,35.382523
1999.0493150684931,35.409176
1999.0520547945205,35.407036
1999.054794520548,35.396988
1999.0575342465754,35.403667
1999.0602739726028,35.398155
1999.0630136986301,35.413002
1999.0657534246575,35.450325
1999.0684931506848,35.446552
1999.0712328767124,35.44013
1999.0739726027398,35.44828
1999.0767123287671,35.43417
1999.0794520547945,35.21892
1999.0821917808219,35.297417
1999.0849315068492,35.41094
1999.0876712328768,35.426346
1999.0904109589042,35.422207
1999.0931506849315,35.451973
1999.0958904109589,35.427795
1999.0986301369862,35.406994
1999.1013698630136,35.435085
1999.1041095890412,35.44628
1999.1068493150685,35.42037
1999.109589041096,35.432575
1999.1123287671232,35.44168
1999.1150684931506,35.460426
1999.1178082191782,35.470364
1999.1205479452055,35.466595
1999.123287671233,35.461662
1999.1260273972603,35.476604
1999.1287671232876,35.474674
1999.131506849315,35.438087
1999.1342465753426,35.415836
1999.13698630137,35.391605
1999.1397260273973,35.41142
